Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
2020.0,3.4,Hybrid,Manual,220782.0,Like New,40000-50000,GLA
2002.0,3.0,Diesel,Manual,87493.0,New,90000-100000,Q7
2001.0,1.8,Petrol,Automatic,274915.0,Like New,80000-90000,GLA
2001.0,3.9,Electric,Manual,125607.0,Like New,90000-100000,Q7
2002.0,2.4,Petrol,Manual,246834.0,Like New,80000-90000,GLA
2017.0,5.6,Hybrid,Manual,79876.0,New,0-10000,Fiesta
2013.0,3.9,Diesel,Manual,167071.0,Used,60000-70000,3 Series
2019.0,4.0,Diesel,Automatic,202959.0,New,10000-20000,Prius
2017.0,2.8,Petrol,Automatic,243722.0,Like New,30000-40000,A4
2009.0,1.3,Petrol,Automatic,44440.0,New,50000-60000,Q7
2021.0,3.1,Electric,Automatic,43039.0,Like New,60000-70000,GLA
2003.0,4.0,Electric,Manual,186061.0,New,10000-20000,Model S
2013.0,5.4,Diesel,Automatic,273388.0,New,10000-20000,Fiesta
2000.0,5.4,Electric,Manual,94594.0,New,10000-20000,X3
2013.0,4.3,Electric,Automatic,170623.0,New,20000-30000,Prius
2015.0,2.1,Diesel,Automatic,194302.0,Used,70000-80000,5 Series
2021.0,5.3,Diesel,Automatic,290515.0,New,80000-90000,Model 3
2013.0,5.4,Diesel,Automatic,159950.0,Used,40000-50000,Q5
2019.0,2.0,Hybrid,Manual,167229.0,Like New,70000-80000,A3
2002.0,4.7,Diesel,Manual,5914.0,Used,20000-30000,Model Y
2002.0,2.4,Petrol,Automatic,214772.0,Like New,90000-100000,Prius
2005.0,6.0,Diesel,Automatic,227561.0,Like New,80000-90000,Accord
2012.0,1.2,Diesel,Automatic,187435.0,New,90000-100000,Camry
2020.0,5.5,Electric,Automatic,95213.0,Used,80000-90000,Fit
2001.0,4.1,Hybrid,Automatic,37805.0,Used,10000-20000,Model S
2007.0,5.9,Diesel,Automatic,126599.0,Like New,60000-70000,C-Class
2020.0,3.3,Hybrid,Automatic,153775.0,Like New,10000-20000,Civic
2001.0,5.2,Petrol,Manual,190093.0,Used,0-10000,Mustang
2003.0,1.3,Petrol,Manual,74176.0,Like New,0-10000,GLA
2014.0,2.7,Diesel,Automatic,94799.0,New,90000-100000,Civic
2003.0,1.3,Petrol,Manual,98385.0,Used,90000-100000,Model 3
2012.0,5.9,Hybrid,Automatic,235654.0,New,20000-30000,C-Class
2012.0,5.3,Diesel,Manual,81462.0,New,90000-100000,Accord
2013.0,5.7,Petrol,Manual,179340.0,Used,50000-60000,Model Y
2019.0,1.4,Hybrid,Automatic,165320.0,Like New,40000-50000,Mustang
2017.0,2.9,Hybrid,Manual,31159.0,Used,50000-60000,CR-V
2010.0,2.1,Hybrid,Automatic,232974.0,Used,50000-60000,Civic
2001.0,2.1,Hybrid,Automatic,47800.0,New,70000-80000,Camry
2022.0,3.3,Diesel,Manual,94626.0,New,40000-50000,Corolla
2018.0,2.3,Hybrid,Manual,118368.0,New,20000-30000,RAV4
2018.0,1.5,Petrol,Manual,174735.0,Like New,30000-40000,Explorer
2004.0,1.8,Diesel,Automatic,80903.0,Used,10000-20000,C-Class
2001.0,5.9,Electric,Manual,241324.0,Like New,10000-20000,Q5
2009.0,4.8,Petrol,Automatic,233229.0,New,80000-90000,Accord
2001.0,5.8,Petrol,Manual,61748.0,Used,40000-50000,Model S
2010.0,3.2,Diesel,Manual,41190.0,Like New,70000-80000,CR-V
2017.0,2.4,Hybrid,Manual,40318.0,New,90000-100000,Explorer
2008.0,2.5,Electric,Manual,39759.0,Used,50000-60000,Q7
2022.0,2.2,Diesel,Manual,278642.0,Like New,20000-30000,X3
2018.0,1.6,Diesel,Manual,25989.0,Like New,90000-100000,Accord
2008.0,2.3,Hybrid,Manual,156640.0,Like New,80000-90000,Model X
2002.0,2.8,Petrol,Manual,161171.0,New,80000-90000,Corolla
2020.0,4.4,Electric,Manual,285626.0,Like New,70000-80000,3 Series
2013.0,2.1,Petrol,Automatic,35814.0,Used,0-10000,X5
2018.0,5.0,Petrol,Automatic,190766.0,Like New,70000-80000,Corolla
2006.0,1.7,Diesel,Automatic,60204.0,New,10000-20000,E-Class
2015.0,2.7,Petrol,Automatic,32844.0,Like New,20000-30000,GLA
2015.0,5.3,Diesel,Manual,248827.0,Like New,50000-60000,X3
2000.0,1.8,Diesel,Automatic,245256.0,Used,40000-50000,Fiesta
2003.0,3.4,Electric,Automatic,23052.0,Used,80000-90000,Model S
2007.0,3.8,Hybrid,Automatic,69803.0,Like New,60000-70000,Fit
2004.0,1.7,Electric,Manual,224582.0,Like New,90000-100000,Model X
2006.0,3.9,Petrol,Automatic,67021.0,Like New,10000-20000,Model 3
2019.0,3.5,Electric,Manual,211321.0,Like New,70000-80000,GLA
2003.0,4.1,Electric,Manual,2419.0,Used,40000-50000,Prius
2005.0,2.4,Electric,Automatic,187964.0,New,60000-70000,Civic
2006.0,3.4,Electric,Automatic,121831.0,Like New,70000-80000,Model S
2017.0,1.4,Petrol,Automatic,244688.0,Used,0-10000,GLA
2004.0,3.3,Diesel,Manual,101799.0,Like New,20000-30000,Q5
2019.0,2.5,Petrol,Automatic,194941.0,Like New,50000-60000,GLA
2002.0,5.1,Diesel,Manual,176282.0,Used,50000-60000,Fit
2006.0,1.3,Petrol,Manual,108611.0,Like New,60000-70000,Civic
2021.0,3.1,Hybrid,Manual,137559.0,Used,30000-40000,C-Class
2013.0,3.3,Hybrid,Manual,62112.0,Used,50000-60000,Corolla
2004.0,3.9,Hybrid,Automatic,278504.0,New,20000-30000,CR-V
2021.0,4.3,Electric,Automatic,233451.0,New,50000-60000,GLA
2004.0,4.9,Diesel,Manual,221490.0,New,70000-80000,Model X
2022.0,5.3,Hybrid,Automatic,265161.0,Like New,10000-20000,GLA
2001.0,2.6,Diesel,Manual,191196.0,Like New,10000-20000,Mustang
2020.0,3.7,Petrol,Manual,247418.0,New,50000-60000,5 Series
2021.0,5.2,Diesel,Manual,221370.0,Used,30000-40000,Q7
2005.0,5.9,Petrol,Automatic,189340.0,Used,40000-50000,Corolla
2014.0,5.4,Diesel,Automatic,66320.0,Used,40000-50000,A3
2023.0,4.7,Hybrid,Manual,180786.0,Used,70000-80000,Q7
2006.0,3.5,Hybrid,Manual,294065.0,New,70000-80000,Model 3
2004.0,3.4,Electric,Automatic,266890.0,Used,50000-60000,3 Series
2000.0,5.2,Electric,Manual,65350.0,Like New,70000-80000,E-Class
2012.0,2.8,Petrol,Manual,181417.0,Used,90000-100000,A4
2020.0,5.3,Diesel,Automatic,240678.0,Used,60000-70000,X5
2017.0,3.0,Petrol,Automatic,22063.0,Like New,30000-40000,GLA
2012.0,2.6,Diesel,Manual,117116.0,New,50000-60000,Model X
2020.0,4.8,Electric,Manual,134670.0,New,50000-60000,Model Y
2017.0,1.6,Diesel,Manual,10564.0,Used,50000-60000,5 Series
2003.0,1.9,Electric,Manual,86134.0,New,20000-30000,3 Series
2016.0,3.8,Petrol,Manual,105940.0,Used,10000-20000,Accord
2002.0,3.9,Electric,Automatic,62085.0,New,40000-50000,E-Class
2016.0,3.4,Diesel,Automatic,17862.0,New,0-10000,Focus
2010.0,4.2,Petrol,Automatic,272409.0,Used,30000-40000,RAV4
2020.0,2.1,Diesel,Manual,140777.0,Like New,30000-40000,Model Y
2019.0,3.8,Hybrid,Manual,186351.0,Like New,40000-50000,Explorer
2022.0,2.9,Petrol,Automatic,62471.0,Like New,90000-100000,X3
2020.0,4.3,Diesel,Automatic,91080.0,Used,30000-40000,Civic
2003.0,1.7,Electric,Automatic,108007.0,Used,30000-40000,Model X
2001.0,3.9,Hybrid,Manual,46104.0,Like New,10000-20000,Accord
2019.0,1.9,Diesel,Automatic,40934.0,New,50000-60000,A4
2015.0,2.4,Petrol,Manual,254606.0,Like New,10000-20000,Fit
2017.0,2.1,Diesel,Automatic,6050.0,Used,60000-70000,A3
2007.0,1.9,Hybrid,Manual,175024.0,New,10000-20000,E-Class
2002.0,5.1,Petrol,Manual,270628.0,New,50000-60000,Model X
2008.0,2.4,Hybrid,Automatic,184750.0,Used,80000-90000,Model S
2019.0,5.6,Diesel,Manual,31323.0,New,0-10000,RAV4
2005.0,5.8,Electric,Automatic,86332.0,Like New,40000-50000,5 Series
2009.0,3.9,Electric,Manual,255540.0,Used,40000-50000,A3
2020.0,1.7,Diesel,Manual,254547.0,Used,80000-90000,Prius
2012.0,5.0,Diesel,Manual,157591.0,Used,50000-60000,Accord
2016.0,2.8,Petrol,Automatic,271251.0,New,80000-90000,Prius
2008.0,1.4,Hybrid,Automatic,55781.0,Used,50000-60000,Model S
2016.0,3.8,Hybrid,Automatic,266013.0,Used,30000-40000,Accord
2023.0,5.2,Hybrid,Manual,7971.0,New,10000-20000,C-Class
2008.0,5.0,Diesel,Manual,254927.0,Used,70000-80000,GLC
2008.0,1.9,Hybrid,Manual,287795.0,New,80000-90000,RAV4
2000.0,4.4,Diesel,Automatic,23446.0,New,90000-100000,A4
2001.0,2.1,Petrol,Automatic,257419.0,Used,90000-100000,A4
2000.0,5.4,Diesel,Manual,3823.0,Used,60000-70000,Q5
2009.0,2.2,Diesel,Automatic,144526.0,Like New,70000-80000,Model X
2017.0,2.3,Electric,Manual,135004.0,New,40000-50000,Model X
2007.0,1.0,Electric,Automatic,205162.0,Like New,60000-70000,A4
2020.0,5.4,Petrol,Manual,67965.0,Used,30000-40000,GLA
2010.0,5.0,Hybrid,Automatic,272654.0,Used,30000-40000,Q7
2022.0,4.1,Diesel,Manual,141609.0,Like New,70000-80000,Model X
2001.0,4.8,Hybrid,Manual,105935.0,Used,40000-50000,Explorer
2007.0,1.8,Diesel,Automatic,233705.0,Like New,20000-30000,X5
2007.0,2.8,Electric,Automatic,144854.0,Like New,80000-90000,Mustang
2016.0,1.5,Petrol,Manual,78004.0,Like New,60000-70000,A4
2014.0,3.4,Electric,Automatic,22072.0,Like New,50000-60000,GLC
2016.0,5.6,Hybrid,Automatic,81015.0,Like New,40000-50000,Corolla
2022.0,1.2,Hybrid,Manual,225075.0,New,40000-50000,Q5
2023.0,2.5,Petrol,Automatic,220010.0,New,10000-20000,GLA
2012.0,2.0,Electric,Automatic,72746.0,New,40000-50000,3 Series
2004.0,5.5,Electric,Manual,128259.0,New,40000-50000,Model X
2011.0,3.3,Electric,Manual,30916.0,Used,40000-50000,Camry
2000.0,3.3,Hybrid,Manual,27268.0,New,0-10000,GLA
2022.0,4.8,Hybrid,Automatic,175050.0,Like New,40000-50000,E-Class
2004.0,1.8,Electric,Manual,243966.0,Used,0-10000,C-Class
2007.0,3.4,Electric,Automatic,23259.0,Like New,50000-60000,5 Series
2012.0,3.1,Electric,Automatic,79400.0,Used,50000-60000,Q5
2007.0,4.0,Hybrid,Automatic,296437.0,Like New,80000-90000,3 Series
2000.0,3.0,Electric,Automatic,181502.0,New,50000-60000,Q7
2012.0,5.1,Diesel,Automatic,107009.0,Used,70000-80000,Model Y
2018.0,1.9,Electric,Manual,209137.0,Used,10000-20000,X5
2023.0,1.2,Hybrid,Manual,161940.0,Used,60000-70000,RAV4
2002.0,2.0,Diesel,Manual,288453.0,Used,90000-100000,E-Class
2023.0,2.7,Diesel,Automatic,285428.0,Used,30000-40000,GLC
2016.0,3.6,Petrol,Manual,113259.0,Like New,60000-70000,A4
2004.0,4.1,Electric,Manual,100804.0,Like New,80000-90000,Model 3
2019.0,5.6,Hybrid,Manual,69000.0,New,50000-60000,Accord
2020.0,3.5,Petrol,Automatic,84179.0,New,70000-80000,Accord
2007.0,3.5,Petrol,Manual,291409.0,Used,30000-40000,C-Class
2013.0,1.3,Electric,Automatic,260226.0,New,30000-40000,A3
2003.0,1.2,Petrol,Automatic,23880.0,New,60000-70000,X3
2010.0,3.8,Electric,Automatic,201264.0,Used,70000-80000,Civic
2019.0,3.2,Petrol,Manual,172438.0,Like New,90000-100000,X5
2014.0,5.2,Electric,Manual,245352.0,Like New,20000-30000,Model Y
2018.0,1.8,Hybrid,Manual,67396.0,New,40000-50000,Civic
2006.0,1.1,Electric,Automatic,279250.0,Like New,20000-30000,CR-V
2018.0,3.2,Electric,Manual,56731.0,Like New,10000-20000,Focus
2010.0,1.2,Hybrid,Manual,249091.0,Used,40000-50000,Prius
2004.0,4.6,Hybrid,Manual,294743.0,New,30000-40000,A4
2004.0,1.6,Hybrid,Manual,71326.0,New,30000-40000,A4
2021.0,4.0,Petrol,Manual,248876.0,New,30000-40000,3 Series
2007.0,2.4,Diesel,Automatic,9004.0,Used,90000-100000,Model 3
2009.0,1.9,Hybrid,Automatic,115018.0,Used,70000-80000,Civic
2005.0,2.9,Petrol,Automatic,25792.0,Used,10000-20000,Prius
2014.0,5.0,Petrol,Automatic,54645.0,Used,80000-90000,5 Series
2016.0,4.8,Diesel,Automatic,54766.0,Like New,80000-90000,X5
2007.0,4.9,Diesel,Automatic,81588.0,Used,40000-50000,Fit
2008.0,2.2,Electric,Manual,179614.0,Like New,90000-100000,Focus
2001.0,4.4,Petrol,Automatic,5913.0,New,30000-40000,X3
2017.0,5.6,Petrol,Manual,113693.0,Used,80000-90000,Camry
2002.0,2.9,Electric,Manual,93449.0,Like New,90000-100000,Q7
2003.0,5.1,Electric,Manual,206040.0,Like New,30000-40000,Q7
2013.0,3.6,Diesel,Automatic,262463.0,New,90000-100000,3 Series
2008.0,4.9,Diesel,Manual,90005.0,Like New,30000-40000,Fiesta
2008.0,2.2,Petrol,Automatic,223098.0,New,50000-60000,Prius
2022.0,2.7,Diesel,Automatic,4791.0,Like New,40000-50000,Camry
2017.0,1.2,Diesel,Automatic,131401.0,Like New,40000-50000,Fit
2009.0,5.8,Hybrid,Automatic,205459.0,Used,20000-30000,Explorer
2020.0,4.3,Petrol,Automatic,61032.0,Used,50000-60000,X5
2003.0,5.7,Electric,Manual,175150.0,New,80000-90000,A4
2011.0,2.3,Petrol,Manual,21300.0,Used,0-10000,Q7
2001.0,4.4,Hybrid,Automatic,191634.0,Used,60000-70000,Model 3
2021.0,2.6,Petrol,Automatic,90045.0,Used,60000-70000,GLA
2012.0,5.2,Petrol,Manual,267847.0,Used,60000-70000,Civic
2020.0,5.7,Diesel,Manual,223717.0,New,30000-40000,Q7
2015.0,5.4,Diesel,Manual,219162.0,New,40000-50000,Focus
2001.0,4.7,Petrol,Manual,27676.0,Used,80000-90000,Civic
2010.0,2.4,Diesel,Manual,220412.0,Used,30000-40000,Focus
2009.0,2.4,Diesel,Manual,176512.0,New,40000-50000,Model X
2014.0,5.8,Diesel,Manual,167995.0,Like New,0-10000,Corolla
2016.0,1.1,Diesel,Manual,291946.0,New,70000-80000,CR-V
2017.0,4.5,Hybrid,Manual,68147.0,Used,50000-60000,Accord
2022.0,4.1,Diesel,Manual,22075.0,Used,10000-20000,Civic
2008.0,6.0,Electric,Manual,205788.0,New,90000-100000,Accord
2007.0,2.6,Petrol,Manual,9304.0,Used,30000-40000,GLA
2013.0,2.7,Hybrid,Automatic,129851.0,Like New,60000-70000,Civic
2017.0,1.4,Hybrid,Manual,59622.0,Like New,60000-70000,Fiesta
2021.0,3.2,Diesel,Automatic,108654.0,New,70000-80000,Camry
2019.0,2.3,Petrol,Automatic,249109.0,Like New,30000-40000,Model S
2019.0,2.7,Electric,Automatic,286172.0,New,70000-80000,X3
2020.0,5.2,Diesel,Manual,39328.0,New,40000-50000,CR-V
2011.0,5.7,Petrol,Manual,289445.0,Like New,40000-50000,Q5
2018.0,1.9,Diesel,Manual,218348.0,Like New,60000-70000,Accord
2013.0,2.9,Diesel,Automatic,36845.0,Like New,70000-80000,A3
2016.0,5.6,Diesel,Automatic,76394.0,Like New,60000-70000,Explorer
2023.0,1.3,Diesel,Automatic,175231.0,Like New,90000-100000,Q7
2020.0,1.5,Diesel,Automatic,80722.0,Like New,30000-40000,3 Series
2002.0,1.8,Diesel,Manual,287374.0,Like New,90000-100000,Corolla
2022.0,4.0,Diesel,Manual,92554.0,Used,10000-20000,A4
2006.0,1.8,Electric,Manual,49262.0,New,60000-70000,A4
2016.0,5.8,Hybrid,Automatic,41722.0,New,50000-60000,Corolla
2011.0,3.2,Electric,Automatic,171231.0,Like New,50000-60000,X5
2008.0,3.5,Diesel,Manual,240740.0,New,30000-40000,Civic
2014.0,2.2,Diesel,Manual,87052.0,Like New,50000-60000,A3
2017.0,3.4,Electric,Automatic,100808.0,Used,20000-30000,Camry
2012.0,4.8,Hybrid,Manual,262128.0,New,10000-20000,Camry
2007.0,3.9,Hybrid,Automatic,246052.0,Used,10000-20000,X5
2013.0,5.5,Diesel,Automatic,104697.0,Used,20000-30000,Fit
2007.0,5.1,Petrol,Manual,231572.0,New,10000-20000,RAV4
2013.0,4.8,Petrol,Automatic,232842.0,New,40000-50000,Model X
2006.0,1.3,Petrol,Manual,96299.0,Used,80000-90000,Model Y
2022.0,1.0,Petrol,Manual,165746.0,Used,90000-100000,GLC
2011.0,2.1,Diesel,Automatic,149177.0,Used,10000-20000,A3
2010.0,4.3,Petrol,Manual,160811.0,Used,60000-70000,X5
2021.0,3.1,Electric,Automatic,163041.0,Used,70000-80000,Prius
2021.0,3.0,Electric,Automatic,14497.0,Like New,50000-60000,Model X
2010.0,5.4,Petrol,Manual,254204.0,Used,60000-70000,Q5
2021.0,5.5,Electric,Manual,257471.0,Like New,20000-30000,Model Y
2012.0,5.5,Hybrid,Automatic,92019.0,New,50000-60000,RAV4
2017.0,2.6,Diesel,Automatic,190326.0,New,40000-50000,Explorer
2001.0,4.5,Petrol,Automatic,109017.0,Like New,10000-20000,Prius
2020.0,2.4,Petrol,Automatic,218220.0,Used,60000-70000,C-Class
2014.0,2.0,Diesel,Automatic,105153.0,New,50000-60000,Corolla
2019.0,1.9,Electric,Automatic,33826.0,Used,30000-40000,RAV4
2017.0,2.7,Diesel,Manual,110034.0,Used,50000-60000,C-Class
2014.0,3.1,Diesel,Manual,84242.0,Like New,70000-80000,5 Series
2018.0,5.2,Electric,Manual,50100.0,New,80000-90000,RAV4
2022.0,1.6,Diesel,Manual,221171.0,New,60000-70000,GLC
2023.0,4.7,Electric,Automatic,12809.0,Like New,40000-50000,Q5
2011.0,3.7,Electric,Manual,64450.0,Used,50000-60000,Explorer
2012.0,2.4,Diesel,Manual,111126.0,Used,40000-50000,Focus
2021.0,3.5,Hybrid,Automatic,264237.0,New,10000-20000,RAV4
2010.0,2.5,Electric,Manual,44498.0,Like New,40000-50000,X5
2004.0,4.0,Diesel,Automatic,116251.0,Like New,50000-60000,X3
2000.0,3.2,Electric,Automatic,40985.0,Used,60000-70000,Q7
2023.0,1.8,Hybrid,Automatic,294153.0,Used,90000-100000,Corolla
2002.0,1.6,Hybrid,Automatic,17718.0,Like New,70000-80000,Fiesta
2021.0,3.7,Petrol,Automatic,278849.0,New,10000-20000,X3
2018.0,5.5,Electric,Manual,62598.0,Used,20000-30000,Prius
2022.0,2.7,Electric,Manual,274383.0,Like New,10000-20000,Model 3
2006.0,4.7,Diesel,Manual,46665.0,Like New,70000-80000,3 Series
2011.0,4.3,Electric,Automatic,294418.0,Like New,70000-80000,C-Class
2004.0,5.1,Hybrid,Manual,161938.0,Used,50000-60000,X5
2014.0,3.8,Hybrid,Manual,153060.0,Used,80000-90000,Focus
2007.0,4.3,Petrol,Manual,221516.0,Used,50000-60000,CR-V
2009.0,5.5,Electric,Automatic,136746.0,New,80000-90000,Model Y
2015.0,3.0,Electric,Manual,201610.0,Used,70000-80000,A4
2007.0,2.6,Petrol,Automatic,66446.0,Used,60000-70000,A3
2000.0,1.1,Diesel,Automatic,29072.0,Used,50000-60000,Mustang
2011.0,5.1,Hybrid,Manual,33717.0,Used,70000-80000,3 Series
2004.0,5.0,Petrol,Automatic,218417.0,New,40000-50000,Prius
2002.0,1.5,Petrol,Automatic,157723.0,Like New,10000-20000,X3
2000.0,3.9,Electric,Automatic,109525.0,Like New,0-10000,Focus
2007.0,1.6,Electric,Automatic,4646.0,Used,60000-70000,3 Series
2002.0,5.9,Petrol,Automatic,175403.0,Used,10000-20000,A3
2009.0,2.1,Diesel,Automatic,284329.0,New,30000-40000,Model S
2001.0,1.3,Hybrid,Manual,229728.0,Used,30000-40000,Corolla
2010.0,4.0,Petrol,Manual,52107.0,New,50000-60000,Model Y
2009.0,4.7,Petrol,Automatic,244865.0,Used,30000-40000,Q5
2020.0,1.2,Diesel,Automatic,279707.0,Used,10000-20000,A3
2013.0,4.3,Petrol,Manual,70729.0,Like New,20000-30000,Accord
2006.0,3.7,Petrol,Manual,277845.0,Used,20000-30000,Civic
2001.0,1.5,Hybrid,Manual,200144.0,New,80000-90000,Model S
2008.0,1.9,Hybrid,Manual,215494.0,Like New,30000-40000,GLC
2015.0,3.8,Hybrid,Automatic,252615.0,New,70000-80000,Model X
2012.0,2.5,Electric,Automatic,128331.0,Like New,50000-60000,Fit
2008.0,5.7,Diesel,Manual,160482.0,New,90000-100000,A4
2019.0,5.1,Hybrid,Manual,99280.0,Like New,30000-40000,Fiesta
2003.0,5.9,Electric,Manual,189787.0,New,20000-30000,Model S
2021.0,2.3,Electric,Manual,38665.0,New,0-10000,A3
2009.0,5.8,Diesel,Automatic,278101.0,Used,20000-30000,Explorer
2021.0,3.2,Diesel,Manual,259285.0,Like New,60000-70000,Focus
2011.0,2.7,Petrol,Manual,163947.0,Like New,10000-20000,CR-V
2016.0,1.3,Electric,Manual,113828.0,Used,20000-30000,Model 3
2013.0,1.3,Hybrid,Automatic,132698.0,New,80000-90000,3 Series
2001.0,3.3,Electric,Automatic,194894.0,Like New,10000-20000,Fit
2020.0,2.1,Hybrid,Manual,203485.0,New,0-10000,Civic
2019.0,4.1,Electric,Manual,164714.0,Like New,10000-20000,X5
2010.0,2.3,Diesel,Manual,32356.0,Like New,90000-100000,Prius
2015.0,3.9,Petrol,Automatic,265953.0,New,80000-90000,Q5
2018.0,2.8,Electric,Automatic,297019.0,New,80000-90000,C-Class
2022.0,5.1,Hybrid,Manual,241121.0,New,90000-100000,Model 3
2005.0,5.1,Diesel,Manual,271609.0,Used,50000-60000,C-Class
2023.0,3.4,Petrol,Automatic,197167.0,Like New,20000-30000,Q7
2018.0,2.8,Hybrid,Manual,196322.0,New,40000-50000,Fit
2004.0,2.8,Hybrid,Manual,15250.0,Used,70000-80000,Prius
2003.0,5.0,Hybrid,Manual,46023.0,New,80000-90000,Accord
2014.0,2.6,Electric,Automatic,101350.0,Like New,40000-50000,Fiesta
2019.0,1.4,Hybrid,Manual,16427.0,Like New,90000-100000,Accord
2009.0,3.3,Electric,Manual,210084.0,New,10000-20000,A3
2023.0,3.4,Diesel,Manual,134511.0,New,80000-90000,A4
2021.0,5.2,Diesel,Automatic,218403.0,New,20000-30000,A3
2002.0,2.1,Electric,Automatic,78672.0,Used,50000-60000,E-Class
2004.0,2.9,Electric,Automatic,17300.0,Used,20000-30000,Mustang
2005.0,5.0,Hybrid,Manual,19659.0,Used,60000-70000,A3
2021.0,2.9,Petrol,Manual,245259.0,New,40000-50000,GLC
2007.0,3.3,Electric,Automatic,10360.0,New,80000-90000,X3
2006.0,2.5,Diesel,Manual,283568.0,New,60000-70000,Camry
2020.0,5.7,Diesel,Automatic,98035.0,Used,70000-80000,Model Y
2009.0,1.6,Hybrid,Automatic,48791.0,Used,10000-20000,Model X
2005.0,5.7,Petrol,Automatic,199867.0,New,80000-90000,RAV4
2013.0,4.4,Hybrid,Manual,274444.0,New,20000-30000,Q5
2012.0,1.2,Petrol,Manual,200903.0,Like New,10000-20000,3 Series
2019.0,3.4,Electric,Automatic,27209.0,New,40000-50000,GLC
2016.0,3.0,Diesel,Manual,283071.0,New,80000-90000,5 Series
2022.0,1.8,Diesel,Manual,34579.0,New,20000-30000,Model 3
2006.0,4.3,Diesel,Manual,271176.0,Used,40000-50000,Mustang
2003.0,5.9,Petrol,Manual,93254.0,New,80000-90000,A3
2013.0,3.8,Diesel,Manual,113528.0,New,60000-70000,3 Series
2002.0,4.6,Electric,Manual,223274.0,New,70000-80000,GLA
2023.0,1.3,Petrol,Automatic,238292.0,New,20000-30000,Model X
2004.0,3.1,Petrol,Automatic,181026.0,New,70000-80000,Focus
2015.0,1.6,Petrol,Manual,248342.0,Like New,20000-30000,CR-V
2022.0,4.1,Petrol,Automatic,219437.0,Like New,90000-100000,CR-V
2019.0,5.7,Electric,Automatic,278076.0,New,50000-60000,Fiesta
2003.0,4.3,Diesel,Manual,287858.0,New,70000-80000,Model 3
2023.0,1.4,Electric,Manual,57803.0,New,10000-20000,E-Class
2023.0,2.8,Diesel,Automatic,133624.0,New,20000-30000,Mustang
2001.0,3.8,Electric,Manual,56627.0,Used,10000-20000,A3
2018.0,5.2,Hybrid,Automatic,45380.0,Used,30000-40000,Fit
2018.0,5.1,Hybrid,Automatic,160322.0,Like New,70000-80000,5 Series
2016.0,4.1,Hybrid,Manual,199416.0,New,10000-20000,E-Class
2013.0,2.9,Petrol,Automatic,146367.0,Used,70000-80000,Fit
2018.0,2.3,Petrol,Manual,272667.0,New,0-10000,X3
2021.0,1.5,Electric,Manual,259125.0,New,20000-30000,X3
2023.0,2.8,Electric,Manual,13769.0,Like New,80000-90000,A4
2012.0,3.1,Hybrid,Manual,112035.0,Like New,70000-80000,Model X
2011.0,4.4,Diesel,Manual,175717.0,Used,50000-60000,Camry
2005.0,4.3,Hybrid,Automatic,221815.0,Used,0-10000,Model Y
2018.0,1.9,Electric,Manual,234799.0,New,30000-40000,Q7
2015.0,1.8,Hybrid,Manual,168157.0,New,60000-70000,5 Series
2012.0,5.1,Diesel,Manual,144542.0,Used,40000-50000,GLA
2003.0,1.2,Hybrid,Automatic,118643.0,Used,10000-20000,Corolla
2016.0,1.8,Diesel,Manual,137877.0,Used,70000-80000,3 Series
2022.0,5.4,Electric,Automatic,213396.0,New,10000-20000,Prius
2000.0,3.8,Diesel,Manual,225956.0,Like New,50000-60000,Prius
2017.0,2.2,Petrol,Automatic,181844.0,New,10000-20000,Corolla
2019.0,3.5,Petrol,Automatic,101422.0,Like New,80000-90000,GLA
2016.0,4.7,Petrol,Automatic,268774.0,Like New,60000-70000,Q7
2014.0,5.8,Electric,Automatic,277845.0,New,20000-30000,C-Class
2010.0,2.1,Petrol,Manual,145931.0,Used,0-10000,CR-V
2021.0,5.4,Electric,Manual,117556.0,Used,0-10000,5 Series
2012.0,5.7,Electric,Automatic,228495.0,Used,50000-60000,Q7
2000.0,5.6,Petrol,Automatic,254809.0,Used,70000-80000,Q7
2005.0,4.1,Hybrid,Automatic,15021.0,Like New,20000-30000,Model S
2003.0,3.0,Electric,Automatic,200935.0,New,30000-40000,Q5
2019.0,4.8,Petrol,Automatic,204222.0,Used,20000-30000,GLA
2015.0,3.7,Electric,Manual,64361.0,Used,40000-50000,Q7
2014.0,4.4,Diesel,Automatic,272499.0,New,50000-60000,Explorer
2014.0,3.1,Diesel,Manual,98841.0,Like New,70000-80000,5 Series
2005.0,4.7,Petrol,Manual,180076.0,New,90000-100000,A3
2014.0,5.1,Electric,Manual,246300.0,New,90000-100000,5 Series
2013.0,1.7,Hybrid,Automatic,160786.0,New,50000-60000,Explorer
2010.0,5.2,Hybrid,Automatic,17198.0,Like New,70000-80000,Explorer
2006.0,3.7,Electric,Manual,258466.0,New,90000-100000,X3
2008.0,5.2,Electric,Manual,18740.0,New,10000-20000,Corolla
2015.0,3.2,Electric,Manual,265954.0,Used,0-10000,Civic
2004.0,2.9,Petrol,Automatic,258308.0,New,0-10000,Model Y
2019.0,5.6,Diesel,Automatic,99855.0,Used,50000-60000,Corolla
2009.0,2.3,Hybrid,Manual,210192.0,Used,70000-80000,RAV4
2017.0,5.2,Petrol,Manual,288927.0,Used,30000-40000,E-Class
2002.0,3.4,Electric,Automatic,121701.0,Like New,50000-60000,Model Y
